image_id,split,image_path,label_path,sha256
train/GOPR6965_JPG.rf.c4266913f8d15608f8bcf34b552c2936,train,data/extracted/data/images/train/GOPR6965_JPG.rf.c4266913f8d15608f8bcf34b552c2936.jpg,data/extracted/data/labels/train/GOPR6965_JPG.rf.c4266913f8d15608f8bcf34b552c2936.txt,5bab0b640bce876dd34ce42302b251317fe7f1d74c0a37fe7117c7d9f63e8020
train/GOPR6966_JPG.rf.a5c73b681a01389033694016e8e0f3a4,train,data/extracted/data/images/train/GOPR6966_JPG.rf.a5c73b681a01389033694016e8e0f3a4.jpg,data/extracted/data/labels/train/GOPR6966_JPG.rf.a5c73b681a01389033694016e8e0f3a4.txt,2f24c6a66ed97fcbf873d0f31afc0e0f556f02d494acd09bf868e2eb4cb55281
train/GOPR6967_JPG.rf.3603097bfef88cfc75b78de744fbb4ac,train,data/extracted/data/images/train/GOPR6967_JPG.rf.3603097bfef88cfc75b78de744fbb4ac.jpg,data/extracted/data/labels/train/GOPR6967_JPG.rf.3603097bfef88cfc75b78de744fbb4ac.txt,dd4771c391b024a0bc47c09fc408e093aaa301b29818d8041932064d0b5d96e9
train/GOPR6969_JPG.rf.c63ddb2af9fa3333cb30536915e6fc08,train,data/extracted/data/images/train/GOPR6969_JPG.rf.c63ddb2af9fa3333cb30536915e6fc08.jpg,data/extracted/data/labels/train/GOPR6969_JPG.rf.c63ddb2af9fa3333cb30536915e6fc08.txt,e6cb8645d4cf194a76b906570999eb6a707a5cfb7363ff1d1d0da5c2e62132d2
train/GOPR6970_JPG.rf.21e8d67c55124b56e94bf8d6f4d823e1,train,data/extracted/data/images/train/GOPR6970_JPG.rf.21e8d67c55124b56e94bf8d6f4d823e1.jpg,data/extracted/data/labels/train/GOPR6970_JPG.rf.21e8d67c55124b56e94bf8d6f4d823e1.txt,4342442a6a0b3629b1bb86ac77fd0e27f30649369e21c11be5f559a941b87726
train/GOPR6971_JPG.rf.4224c988473f6ee9fc43cc60f6442769,train,data/extracted/data/images/train/GOPR6971_JPG.rf.4224c988473f6ee9fc43cc60f6442769.jpg,data/extracted/data/labels/train/GOPR6971_JPG.rf.4224c988473f6ee9fc43cc60f6442769.txt,b90aa958f86900c6b4c247a3e2f932b3aa69e5176b5699e71dafef9816e4a4a5
train/GOPR6972_JPG.rf.d44ee918696b388d2a82c183ac2d51b7,train,data/extracted/data/images/train/GOPR6972_JPG.rf.d44ee918696b388d2a82c183ac2d51b7.jpg,data/extracted/data/labels/train/GOPR6972_JPG.rf.d44ee918696b388d2a82c183ac2d51b7.txt,3f7f0d29e28a096dec899614294d1a0dae72d1266c0462ef810edd44030c8c4f
train/GOPR6973_JPG.rf.c4911f22ccb3474671035d4949f137a7,train,data/extracted/data/images/train/GOPR6973_JPG.rf.c4911f22ccb3474671035d4949f137a7.jpg,data/extracted/data/labels/train/GOPR6973_JPG.rf.c4911f22ccb3474671035d4949f137a7.txt,f7c0569f55e1fcbd8d90dc98d16c84c1ce770e32639091628b554614d3480625
train/GOPR6974_JPG.rf.6b2917175702bda70da1606ff001eff0,train,data/extracted/data/images/train/GOPR6974_JPG.rf.6b2917175702bda70da1606ff001eff0.jpg,data/extracted/data/labels/train/GOPR6974_JPG.rf.6b2917175702bda70da1606ff001eff0.txt,bf15366cbd3701351d1eb88193851c65ed5dd8c01ab61f45cd5f21d0184b8ed5
train/GOPR6975_JPG.rf.d6b3bdebf1532cd14e8213905ad0a116,train,data/extracted/data/images/train/GOPR6975_JPG.rf.d6b3bdebf1532cd14e8213905ad0a116.jpg,data/extracted/data/labels/train/GOPR6975_JPG.rf.d6b3bdebf1532cd14e8213905ad0a116.txt,36559cc881c66996ec2856e99d6994f0c1b6e77a1ebd027d8dd49759d005d810
train/GOPR6977_JPG.rf.e4c83d726ebb41d972b791d965dd23fd,train,data/extracted/data/images/train/GOPR6977_JPG.rf.e4c83d726ebb41d972b791d965dd23fd.jpg,data/extracted/data/labels/train/GOPR6977_JPG.rf.e4c83d726ebb41d972b791d965dd23fd.txt,462179fa0750bf8553adffec2e4f9ece013f26db4289e71e06ebaae428f4f3e4
train/GOPR6978_JPG.rf.726c51933ea10398a3cf9936008bfc1a,train,data/extracted/data/images/train/GOPR6978_JPG.rf.726c51933ea10398a3cf9936008bfc1a.jpg,data/extracted/data/labels/train/GOPR6978_JPG.rf.726c51933ea10398a3cf9936008bfc1a.txt,afe76ba2cea65d85ab3d01bf6d5b5564af0c62b10bc8a3ccda892a31c1084b88
train/GOPR6979_JPG.rf.b8d9076885e72d654ef628136f626345,train,data/extracted/data/images/train/GOPR6979_JPG.rf.b8d9076885e72d654ef628136f626345.jpg,data/extracted/data/labels/train/GOPR6979_JPG.rf.b8d9076885e72d654ef628136f626345.txt,002fba23ab988aa12ca5fe8c45c197c0e38b9fa7a40f2b95282f2eac6f511a94
train/GOPR6980_JPG.rf.3e48f5a0fdd96e7206adc07b3698c19a,train,data/extracted/data/images/train/GOPR6980_JPG.rf.3e48f5a0fdd96e7206adc07b3698c19a.jpg,data/extracted/data/labels/train/GOPR6980_JPG.rf.3e48f5a0fdd96e7206adc07b3698c19a.txt,7071a2b2bfc3908788774715a69ada7d84f375bf869ab676fd3665b4fc943b20
train/GOPR6981_JPG.rf.0349d8eef69da6631163f5956562bef0,train,data/extracted/data/images/train/GOPR6981_JPG.rf.0349d8eef69da6631163f5956562bef0.jpg,data/extracted/data/labels/train/GOPR6981_JPG.rf.0349d8eef69da6631163f5956562bef0.txt,cd99967cf74fc468ff0d533d4a5e9ca4f160fb5b4471ffb186e722fca7612205
train/GOPR6982_JPG.rf.eeb30c2966d650ca32909617b839f3ff,train,data/extracted/data/images/train/GOPR6982_JPG.rf.eeb30c2966d650ca32909617b839f3ff.jpg,data/extracted/data/labels/train/GOPR6982_JPG.rf.eeb30c2966d650ca32909617b839f3ff.txt,a14b4ed0db1897a56daa82aef7a56f4082eeb9ddb7e6b057e6287eace1318c2c
train/GOPR6983_JPG.rf.0dfa775780f34edbfe9820c80df67ee7,train,data/extracted/data/images/train/GOPR6983_JPG.rf.0dfa775780f34edbfe9820c80df67ee7.jpg,data/extracted/data/labels/train/GOPR6983_JPG.rf.0dfa775780f34edbfe9820c80df67ee7.txt,3468666e4f064674bb70478a460939a01aa4551f5fe1da3719e928d411a24de1
train/GOPR6984_JPG.rf.4a69e2642278c59069b0c15b0d9be31d,train,data/extracted/data/images/train/GOPR6984_JPG.rf.4a69e2642278c59069b0c15b0d9be31d.jpg,data/extracted/data/labels/train/GOPR6984_JPG.rf.4a69e2642278c59069b0c15b0d9be31d.txt,d7f2401ab125f49b6edccbdb2e0fab95413416a4370cccb6ead981fba5065705
train/GOPR6985_JPG.rf.b8cc100fadb4c6c7ab3eeb637e6e651b,train,data/extracted/data/images/train/GOPR6985_JPG.rf.b8cc100fadb4c6c7ab3eeb637e6e651b.jpg,data/extracted/data/labels/train/GOPR6985_JPG.rf.b8cc100fadb4c6c7ab3eeb637e6e651b.txt,2ac7e7e1fd893014700db8a403466355bb2bb39ea5eee94aef94ffcbd2d1480c
train/GOPR6986_JPG.rf.5d99b5e86c70054add315ebd6c878e09,train,data/extracted/data/images/train/GOPR6986_JPG.rf.5d99b5e86c70054add315ebd6c878e09.jpg,data/extracted/data/labels/train/GOPR6986_JPG.rf.5d99b5e86c70054add315ebd6c878e09.txt,adc36fbf7d555b05e888333cad927ac9b32978421f775a86f984ddd4e53da7c8
train/GOPR6987_JPG.rf.5be947fe8e9f59b7ea74738dfa342975,train,data/extracted/data/images/train/GOPR6987_JPG.rf.5be947fe8e9f59b7ea74738dfa342975.jpg,data/extracted/data/labels/train/GOPR6987_JPG.rf.5be947fe8e9f59b7ea74738dfa342975.txt,a1d7f9346565735464e9a16193a73ff5f0cfb3d9a5cbc013318ab85012ed0ed9
train/GOPR6988_JPG.rf.2d40ce23fd33c62fd5f3fac97d999e9f,train,data/extracted/data/images/train/GOPR6988_JPG.rf.2d40ce23fd33c62fd5f3fac97d999e9f.jpg,data/extracted/data/labels/train/GOPR6988_JPG.rf.2d40ce23fd33c62fd5f3fac97d999e9f.txt,6107b3a6c53e81f02d904ea8aca92628b9bb283341e9006e48ceea4c72d75bcb
train/GOPR6989_JPG.rf.955e4c864664d94c50040e4fe2cad60e,train,data/extracted/data/images/train/GOPR6989_JPG.rf.955e4c864664d94c50040e4fe2cad60e.jpg,data/extracted/data/labels/train/GOPR6989_JPG.rf.955e4c864664d94c50040e4fe2cad60e.txt,506cf690419b9d20fa8ec19115bad8fce62d2b6071c380d8077bf4be400f9db8
train/GOPR6992_JPG.rf.30329cccafb3dd84ebcc8235ec51e828,train,data/extracted/data/images/train/GOPR6992_JPG.rf.30329cccafb3dd84ebcc8235ec51e828.jpg,data/extracted/data/labels/train/GOPR6992_JPG.rf.30329cccafb3dd84ebcc8235ec51e828.txt,3cea0e77a7ad5d42c646831ef6b4d69dff029fec85b3abd582f63258af87afdd
train/GOPR6993_JPG.rf.fedf7429d1a8134450db180228d8c040,train,data/extracted/data/images/train/GOPR6993_JPG.rf.fedf7429d1a8134450db180228d8c040.jpg,data/extracted/data/labels/train/GOPR6993_JPG.rf.fedf7429d1a8134450db180228d8c040.txt,9f115b8c070ac8b73ddc9997b448d0948f965e1c3e90442c7cf49ec031078d5e
train/GOPR6994_JPG.rf.0f4ca9b7b0414fbe0168af011641bae8,train,data/extracted/data/images/train/GOPR6994_JPG.rf.0f4ca9b7b0414fbe0168af011641bae8.jpg,data/extracted/data/labels/train/GOPR6994_JPG.rf.0f4ca9b7b0414fbe0168af011641bae8.txt,d53ef1603f8b2ff86b40d9b9372ac0a90841c62b7a9faeb0a1199919f2280f71
train/GOPR6995_JPG.rf.75e400f3581b13cb13a2c3622db7145a,train,data/extracted/data/images/train/GOPR6995_JPG.rf.75e400f3581b13cb13a2c3622db7145a.jpg,data/extracted/data/labels/train/GOPR6995_JPG.rf.75e400f3581b13cb13a2c3622db7145a.txt,5dcb09fde2ec4e5cae18b41e23eebde013f55c80346f1a648896c24115aa256c
train/GOPR6996_JPG.rf.2a90b8830f0388aa855cd7639230e40b,train,data/extracted/data/images/train/GOPR6996_JPG.rf.2a90b8830f0388aa855cd7639230e40b.jpg,data/extracted/data/labels/train/GOPR6996_JPG.rf.2a90b8830f0388aa855cd7639230e40b.txt,f392dd3563313ad3fc2090fd838f846c068a2dcc67ad8798404143f7bed7c52d
train/GOPR7000_JPG.rf.92614340fac3d443ee62f3ec16e31fbd,train,data/extracted/data/images/train/GOPR7000_JPG.rf.92614340fac3d443ee62f3ec16e31fbd.jpg,data/extracted/data/labels/train/GOPR7000_JPG.rf.92614340fac3d443ee62f3ec16e31fbd.txt,0b3f5cd97365a436dd34fb32d282688d18780c2430a67ef3be5ed00cdb0b95ff
train/GOPR7001_JPG.rf.0e87616090e86d7fdd9db33d2bf0d9cc,train,data/extracted/data/images/train/GOPR7001_JPG.rf.0e87616090e86d7fdd9db33d2bf0d9cc.jpg,data/extracted/data/labels/train/GOPR7001_JPG.rf.0e87616090e86d7fdd9db33d2bf0d9cc.txt,29f69320046895618b991ace1f359a54666292de98258c07f681e6b04d6c1577
train/GOPR7002_JPG.rf.78d61f86e504390a4b646c6c29d1f7b5,train,data/extracted/data/images/train/GOPR7002_JPG.rf.78d61f86e504390a4b646c6c29d1f7b5.jpg,data/extracted/data/labels/train/GOPR7002_JPG.rf.78d61f86e504390a4b646c6c29d1f7b5.txt,ba09a153780f7c0862294bd962405ee46af0f8eaadfdf38a03308330d1ec826b
train/GOPR7005_JPG.rf.9407d35c5f412119412d7fbf9d1b7d70,train,data/extracted/data/images/train/GOPR7005_JPG.rf.9407d35c5f412119412d7fbf9d1b7d70.jpg,data/extracted/data/labels/train/GOPR7005_JPG.rf.9407d35c5f412119412d7fbf9d1b7d70.txt,356545fd2700992eadb5354373a87021603312d053e2d5dd5082b1bcbac3042f
train/GOPR7006_JPG.rf.0a49e35bfe73ba391b98e4be2482bc2e,train,data/extracted/data/images/train/GOPR7006_JPG.rf.0a49e35bfe73ba391b98e4be2482bc2e.jpg,data/extracted/data/labels/train/GOPR7006_JPG.rf.0a49e35bfe73ba391b98e4be2482bc2e.txt,c28e316f36b87d72ee8c46374daccc596e22cd15869c7163f7c83563f0b94e6c
train/GOPR7007_JPG.rf.87f2fdde7d95db271fac501656c35c26,train,data/extracted/data/images/train/GOPR7007_JPG.rf.87f2fdde7d95db271fac501656c35c26.jpg,data/extracted/data/labels/train/GOPR7007_JPG.rf.87f2fdde7d95db271fac501656c35c26.txt,1825408b4437104a429ca6872c4eb83c7214ec87a8a43c98251bd3e09f5991d8
train/GOPR7009_JPG.rf.6671d36d2e4fc38457bb851d64d8b183,train,data/extracted/data/images/train/GOPR7009_JPG.rf.6671d36d2e4fc38457bb851d64d8b183.jpg,data/extracted/data/labels/train/GOPR7009_JPG.rf.6671d36d2e4fc38457bb851d64d8b183.txt,176ecdd0102e73769181dc0aee9c0f173a88f4211577709f1cff146d21eb57ad
train/GOPR7010_JPG.rf.51fec8f9edcdf7555e225588a9b40a55,train,data/extracted/data/images/train/GOPR7010_JPG.rf.51fec8f9edcdf7555e225588a9b40a55.jpg,data/extracted/data/labels/train/GOPR7010_JPG.rf.51fec8f9edcdf7555e225588a9b40a55.txt,a91415bc9f934014fe67d5b39fa9e1ec70f151f18f444023c3f11ee7680377dc
train/GOPR7011_JPG.rf.a699d1747e8e481c227bb524f56d90a1,train,data/extracted/data/images/train/GOPR7011_JPG.rf.a699d1747e8e481c227bb524f56d90a1.jpg,data/extracted/data/labels/train/GOPR7011_JPG.rf.a699d1747e8e481c227bb524f56d90a1.txt,151925123e76be3748f6b1f56aa6ef3b95e6dcb9af85f6a3fda2ec43019a0bb6
train/GOPR7012_JPG.rf.863e4e9f1657fc9643488bdbb17b7446,train,data/extracted/data/images/train/GOPR7012_JPG.rf.863e4e9f1657fc9643488bdbb17b7446.jpg,data/extracted/data/labels/train/GOPR7012_JPG.rf.863e4e9f1657fc9643488bdbb17b7446.txt,8605012110ca38a6d39ad1818e68d31cb6e5412d747cb119d1e4c1b6f1f8c3d0
train/GOPR7016_JPG.rf.4ccab17c6b84914ec7edc752bdc3a888,train,data/extracted/data/images/train/GOPR7016_JPG.rf.4ccab17c6b84914ec7edc752bdc3a888.jpg,data/extracted/data/labels/train/GOPR7016_JPG.rf.4ccab17c6b84914ec7edc752bdc3a888.txt,709d761f62010b9638566775a7c2bcba117e49aa28599db30774f335f4594022
train/GOPR7017_JPG.rf.2485fe083c30f60bbdda856bbf2a4125,train,data/extracted/data/images/train/GOPR7017_JPG.rf.2485fe083c30f60bbdda856bbf2a4125.jpg,data/extracted/data/labels/train/GOPR7017_JPG.rf.2485fe083c30f60bbdda856bbf2a4125.txt,5cf1a4ab98319e1fb5bd116eb9ce776b887f4ffb6f324c9e529a3114ccc94727
train/GOPR7018_JPG.rf.df048b6d7d298fd98c7c213176d27ffa,train,data/extracted/data/images/train/GOPR7018_JPG.rf.df048b6d7d298fd98c7c213176d27ffa.jpg,data/extracted/data/labels/train/GOPR7018_JPG.rf.df048b6d7d298fd98c7c213176d27ffa.txt,a01978183e092c6603ed72b462527e47bbf4b0dd4b77a98c3f5d45f47844d073
train/GOPR7019_JPG.rf.1b70651f7208cefd8e426345b8d92359,train,data/extracted/data/images/train/GOPR7019_JPG.rf.1b70651f7208cefd8e426345b8d92359.jpg,data/extracted/data/labels/train/GOPR7019_JPG.rf.1b70651f7208cefd8e426345b8d92359.txt,c0a1626b3702dfd0dcc573e9c3ff6e5642f202c1c642ba469bf3c25baa42a5e0
train/GOPR7021_JPG.rf.b505d95b21020840d3f4d4701c83d49e,train,data/extracted/data/images/train/GOPR7021_JPG.rf.b505d95b21020840d3f4d4701c83d49e.jpg,data/extracted/data/labels/train/GOPR7021_JPG.rf.b505d95b21020840d3f4d4701c83d49e.txt,b9c2d196a187c292eb9b0197d891533bbed668c1aba163c2a96b349f2b4bb1cc
train/GOPR7022_JPG.rf.6cc4e6305e47b0391e456c2cd60c628c,train,data/extracted/data/images/train/GOPR7022_JPG.rf.6cc4e6305e47b0391e456c2cd60c628c.jpg,data/extracted/data/labels/train/GOPR7022_JPG.rf.6cc4e6305e47b0391e456c2cd60c628c.txt,fe423f40c81bf6bcc2008f1ba497e3513c423c4104a471463d96b4f04ad323fc
train/GOPR7025_JPG.rf.1e4f09c0bcd97ad17b47cfcdcac96e8a,train,data/extracted/data/images/train/GOPR7025_JPG.rf.1e4f09c0bcd97ad17b47cfcdcac96e8a.jpg,data/extracted/data/labels/train/GOPR7025_JPG.rf.1e4f09c0bcd97ad17b47cfcdcac96e8a.txt,3c6126bec08963a2e345c1f7e10831c05573171e42621a6db89895279ce0c4b6
train/GOPR7026_JPG.rf.faffa7c0dbf2ca82b7dec5e49e8f069d,train,data/extracted/data/images/train/GOPR7026_JPG.rf.faffa7c0dbf2ca82b7dec5e49e8f069d.jpg,data/extracted/data/labels/train/GOPR7026_JPG.rf.faffa7c0dbf2ca82b7dec5e49e8f069d.txt,8fdb3b3cd899f04f8d8081dcf7aaa645b7133567fd063112dac0022419e0c079
train/GOPR7028_JPG.rf.0a6b1fbab60b3e5ab89bed4d1b4f1b75,train,data/extracted/data/images/train/GOPR7028_JPG.rf.0a6b1fbab60b3e5ab89bed4d1b4f1b75.jpg,data/extracted/data/labels/train/GOPR7028_JPG.rf.0a6b1fbab60b3e5ab89bed4d1b4f1b75.txt,eb6b57f9b0b1f8fb38744a53f75608cdb21ebdfb6385f82db7132840946dd54f
train/GOPR7029_JPG.rf.57dc251f53bff7a625b1866891eee5ec,train,data/extracted/data/images/train/GOPR7029_JPG.rf.57dc251f53bff7a625b1866891eee5ec.jpg,data/extracted/data/labels/train/GOPR7029_JPG.rf.57dc251f53bff7a625b1866891eee5ec.txt,6daef230bda6745090606097e9fbd7d3a3e44ad3c640b2d44855286f8704bdfe
train/GOPR7030_JPG.rf.067a8a3d613d30991bd0db5638c69ef0,train,data/extracted/data/images/train/GOPR7030_JPG.rf.067a8a3d613d30991bd0db5638c69ef0.jpg,data/extracted/data/labels/train/GOPR7030_JPG.rf.067a8a3d613d30991bd0db5638c69ef0.txt,25649242869599a28e53f982861e0807aca029fcdc9ca2cd81d4875ec79fe89c
train/GOPR7031_JPG.rf.43bc7fbc5e560223d4e826d239a8b3c2,train,data/extracted/data/images/train/GOPR7031_JPG.rf.43bc7fbc5e560223d4e826d239a8b3c2.jpg,data/extracted/data/labels/train/GOPR7031_JPG.rf.43bc7fbc5e560223d4e826d239a8b3c2.txt,698fb99375273725f67488ad3bb744b3f19baa43a4ca8bfec0985fc6b7ee626b
train/GOPR7032_JPG.rf.abe0fb2a21f227d8c00c93827ed8d8c7,train,data/extracted/data/images/train/GOPR7032_JPG.rf.abe0fb2a21f227d8c00c93827ed8d8c7.jpg,data/extracted/data/labels/train/GOPR7032_JPG.rf.abe0fb2a21f227d8c00c93827ed8d8c7.txt,d2a332a7fbad6e5c0b4ecd6d905bac6e20be43c00a9db57eb5e14f1e9644bfae
train/GOPR7033_JPG.rf.532434b6e7a335c170c6f97cb141b669,train,data/extracted/data/images/train/GOPR7033_JPG.rf.532434b6e7a335c170c6f97cb141b669.jpg,data/extracted/data/labels/train/GOPR7033_JPG.rf.532434b6e7a335c170c6f97cb141b669.txt,9bb2c818fd1311531ef9738d9ff7694ed7ab0456a090a8ef334a6d41cfcc90f4
train/GOPR7034_JPG.rf.4370a6ba6a65cc097a2978d8474cb739,train,data/extracted/data/images/train/GOPR7034_JPG.rf.4370a6ba6a65cc097a2978d8474cb739.jpg,data/extracted/data/labels/train/GOPR7034_JPG.rf.4370a6ba6a65cc097a2978d8474cb739.txt,6d0e23d08c1d5706524f3113c7cb59a693ec48fa3a97d7f4d0145bd200388b67
train/GOPR7035_JPG.rf.d24840abb95d9ba3d32b6d9ee2484ec3,train,data/extracted/data/images/train/GOPR7035_JPG.rf.d24840abb95d9ba3d32b6d9ee2484ec3.jpg,data/extracted/data/labels/train/GOPR7035_JPG.rf.d24840abb95d9ba3d32b6d9ee2484ec3.txt,f8c11cf08191efcc884e12f19ba3ec0d9a28739a6f7245651a90f7d986522fcd
