image_path,split,review_reasons,polygon_count,class_ids
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7203_JPG.rf.4e250e1aea496a840cb6e456b54990c5.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders,48,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7204_JPG.rf.6e9cc08153b47ad8e1e18b5c0e986283.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7222_JPG.rf.38efe68353f02d75b0a35bb00323f082.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders,47,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7236_JPG.rf.8901996bd6bafe025236dfe0958236c4.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders,15,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7404_JPG.rf.f4e028cbe257d08cbcf91d74c53c340c.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders;random_test,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7433_JPG.rf.923b78ecd3dfdaeb6a74c0293245151b.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders;suspicious_polygon,34,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7435_JPG.rf.368e99207eadc2c6a59ed53776d67efa.jpg,test,contains_class_0;contains_class_1;contains_class_2;multiple_classes;polygons_touching_image_borders;random_test;smallest_polygons;suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7442_JPG.rf.21352063a977b496286acff68a3115f4.jpg,test,multiple_classes,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7445_JPG.rf.3448955b3f9a3c2c0860f8bc201d69ae.jpg,test,largest_number_of_polygons;multiple_classes,58,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7467_JPG.rf.94a74d8267ac3a9a8864c36390fb3bc8.jpg,test,multiple_classes,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7473_JPG.rf.d1167269b83c9b0a82786c3c16b2e45a.jpg,test,multiple_classes;suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7480_JPG.rf.accf1d4c556f2d5f0e98775b51b0b393.jpg,test,suspicious_polygon,18,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7584_JPG.rf.10425f8f083abad0dd9f99f814b48aa6.jpg,test,smallest_polygons;suspicious_polygon,15,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7589_JPG.rf.9a1d3a8aedb1e1e2d89728e70f20bd57.jpg,test,suspicious_polygon;unusually_large_mask_areas,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7591_JPG.rf.be7f037035d6670f71399684ea72540a.jpg,test,suspicious_polygon;unusually_large_mask_areas,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7733_JPG.rf.fbd947e34c38ab7c8aec8eee7212ea68.jpg,test,random_test,34,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7736_JPG.rf.c22263a5ddc1598a6853b28779f4f79c.jpg,test,random_test,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7741_JPG.rf.e1a86d9d5e37669ff29f0aaca483b986.jpg,test,random_test,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7754_JPG.rf.8f80749e5b2bee700b92b52b90d4ff7b.jpg,test,suspicious_polygon,28,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7763_JPG.rf.7252cc97ff7a8e8e92ddbd9be7c67ae3.jpg,test,random_test,31,"1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7772_JPG.rf.0dd57c34e4aaa85f96121d4030ebca69.jpg,test,suspicious_polygon,51,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7782_JPG.rf.111fde41cafcfddc07fdac19ac0e06eb.jpg,test,random_test;suspicious_polygon,27,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7954_JPG.rf.732562e8614bdd0b2fbe60c01cbb8cb6.jpg,test,suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7969_JPG.rf.a9afa80277bb89b1724e0513695e4a4d.jpg,test,random_test,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7994_JPG.rf.aae781adb7fec0c42a253a53203488aa.jpg,test,suspicious_polygon,25,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8007_JPG.rf.d71c78b68e5cfe53b2b2103c0f611313.jpg,test,random_test;suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8025_JPG.rf.0de1da651f1ce651e1bc9ba5640862d9.jpg,test,largest_number_of_polygons,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8041_JPG.rf.b0542356347ee3464162f7ab3134fead.jpg,test,suspicious_polygon,17,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8042_JPG.rf.8d3c7e37919d8b8fe4d098342a90c643.jpg,test,suspicious_polygon,18,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8047_JPG.rf.b2bf55e16f3c4fb8aaa13c08e9344419.jpg,test,suspicious_polygon,26,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8060_JPG.rf.5eda558c9a1445d46c42bedf50417102.jpg,test,random_test;suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8069_JPG.rf.3b57df910df586e99297f69125731f51.jpg,test,smallest_polygons;suspicious_polygon,22,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8071_JPG.rf.23cc4acdb86d2494a164a5d248efa73d.jpg,test,random_test,16,"0,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/G0217783_JPG.rf.9e12c20e7d137399b032d8da66ad7426.jpg,train,smallest_polygons;suspicious_polygon,15,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6958_JPG.rf.d3e627012967a908d4c34f6882dc35c1.jpg,train,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6962_JPG.rf.6b5bc3fa1515878b6a83fc1719e7177e.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6972_JPG.rf.d44ee918696b388d2a82c183ac2d51b7.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6980_JPG.rf.3e48f5a0fdd96e7206adc07b3698c19a.jpg,train,largest_number_of_polygons,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6981_JPG.rf.0349d8eef69da6631163f5956562bef0.jpg,train,smallest_polygons;suspicious_polygon,46,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR6992_JPG.rf.30329cccafb3dd84ebcc8235ec51e828.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7001_JPG.rf.0e87616090e86d7fdd9db33d2bf0d9cc.jpg,train,random_train;suspicious_polygon,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7005_JPG.rf.9407d35c5f412119412d7fbf9d1b7d70.jpg,train,random_train,54,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7009_JPG.rf.6671d36d2e4fc38457bb851d64d8b183.jpg,train,largest_number_of_polygons;random_train,56,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7016_JPG.rf.4ccab17c6b84914ec7edc752bdc3a888.jpg,train,suspicious_polygon,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7022_JPG.rf.6cc4e6305e47b0391e456c2cd60c628c.jpg,train,suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7028_JPG.rf.0a6b1fbab60b3e5ab89bed4d1b4f1b75.jpg,train,largest_number_of_polygons,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7030_JPG.rf.067a8a3d613d30991bd0db5638c69ef0.jpg,train,suspicious_polygon,21,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7032_JPG.rf.abe0fb2a21f227d8c00c93827ed8d8c7.jpg,train,smallest_polygons;suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7037_JPG.rf.30a76ab802b5fa60fb3fa020352d9b79.jpg,train,random_train;suspicious_polygon,35,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7039_JPG.rf.b07015fb41ac6fd1f2e51bf2d26b8af1.jpg,train,suspicious_polygon,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7048_JPG.rf.d365b1981fb8a65ea078d75d664f4d96.jpg,train,largest_number_of_polygons,57,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7050_JPG.rf.03a5bdfb223ba08c77b2e91017a8a010.jpg,train,suspicious_polygon,45,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7057_JPG.rf.875cb8d655e24c3d195b8f936017a30d.jpg,train,suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7061_JPG.rf.83a584c0cf033b38407ab34a37abb1bf.jpg,train,suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7067_JPG.rf.608aed295149b41b822411db851277d0.jpg,train,smallest_polygons;suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7070_JPG.rf.67bde9159d06a0b8b28a64e0844efd5d.jpg,train,smallest_polygons;suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7075_JPG.rf.53c23b496c401b857179551cfd38b811.jpg,train,suspicious_polygon,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7083_JPG.rf.dfa637d3f23c7d60d4098f6f8520f4f2.jpg,train,random_train,43,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7091_JPG.rf.b91f774175d0f4e6935773f5139675a3.jpg,train,suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7092_JPG.rf.d9962e693f61938a6970f43eceb6238f.jpg,train,random_train,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7094_JPG.rf.99860ed41180ab4b093208a2ef1b6e4b.jpg,train,suspicious_polygon,53,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7117_JPG.rf.662f33469bcbe4ae9dfa72c4c7f681bc.jpg,train,largest_number_of_polygons,60,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7125_JPG.rf.ff723274557b99626740fba7e03ef920.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7160_JPG.rf.acb7d60c17e2e02feb0b2f9a33ad3222.jpg,train,suspicious_polygon,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7172_JPG.rf.1bc311068b8c5bbb6c1aa721c64ccdef.jpg,train,smallest_polygons;suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7176_JPG.rf.3a0cf7ee58362aaebef6fe4ed47a8383.jpg,train,suspicious_polygon,40,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7188_JPG.rf.91baf62488fe1cdfd90f257f7400f145.jpg,train,suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7196_JPG.rf.d23db4dc7db64926c139bee4cbe4b646.jpg,train,suspicious_polygon,34,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7202_JPG.rf.1d6400c18b427ac82023beab8ad9b5d0.jpg,train,suspicious_polygon,25,"1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7231_JPG.rf.74dd368e445576b6851484b6aa2bbf77.jpg,train,suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7232_JPG.rf.0752575c3a13221bed17491c0d544861.jpg,train,suspicious_polygon,53,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7233_JPG.rf.98eae885c4ceabd47dcabd655b42d8f9.jpg,train,random_train,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7402_JPG.rf.670396c3ae0c5bba0ac1c16ecf240d29.jpg,train,suspicious_polygon;unusually_large_mask_areas,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7406_JPG.rf.b666e83c0b1a539b3cd647f2c1283716.jpg,train,suspicious_polygon,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7409_JPG.rf.3ffcabeb9dd550415ff0e264d028e617.jpg,train,suspicious_polygon;unusually_large_mask_areas,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7410_JPG.rf.39f6089cf4340a6e2dc69c65fe0b677d.jpg,train,smallest_polygons;suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7412_JPG.rf.9bb32cc7b3974db121099c8c867a0722.jpg,train,largest_number_of_polygons,61,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7426_JPG.rf.acfe99cc0ef647e0f2572787629672f5.jpg,train,suspicious_polygon,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7432_JPG.rf.ba746b61f3e5643acfe5c623675900a7.jpg,train,random_train,33,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7434_JPG.rf.40022025b18a90ecdfe2ff8402e2605b.jpg,train,suspicious_polygon,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7436_JPG.rf.1a45532afe291347508aaeb7f52318c6.jpg,train,largest_number_of_polygons,60,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7443_JPG.rf.14e7c22fc4f46b974528fa8a58f73dd2.jpg,train,random_train;suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7448_JPG.rf.893a9e78b5afa70ba2e965066e42d51b.jpg,train,random_train,31,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7450_JPG.rf.5c03ac095648c8dad386bddb5b4d4cc7.jpg,train,largest_number_of_polygons,59,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7451_JPG.rf.07b9c09bee345c7c1eec7ce4f2cf3466.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7460_JPG.rf.918191c0f3a59e0d761d96a305748e99.jpg,train,suspicious_polygon,41,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7462_JPG.rf.0489ba0e3a8d83ba294b7e2cddc9c639.jpg,train,smallest_polygons;suspicious_polygon,46,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7464_JPG.rf.0481534daffdd73fb66853aad7eebc32.jpg,train,random_train,45,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7470_JPG.rf.bfb09f3ea9289b540b681f2736d7ec88.jpg,train,unusually_large_mask_areas,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7471_JPG.rf.687a1caa8911982a31d95ce6848da24a.jpg,train,suspicious_polygon,45,"1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7489_JPG.rf.7cfaa275246cd3d44e7de35d5a735cda.jpg,train,suspicious_polygon,42,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7492_JPG.rf.4b11a8feba7086aad7035c439b825b27.jpg,train,suspicious_polygon;unusually_large_mask_areas,11,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7493_JPG.rf.b4fdbb1380a349c2a5d519402e004e48.jpg,train,suspicious_polygon;unusually_large_mask_areas,23,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7507_JPG.rf.50e17d27f27d198d3f398409c1c899dc.jpg,train,suspicious_polygon,49,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7510_JPG.rf.127723eeadf40c2052f039f1760d21fa.jpg,train,suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7521_JPG.rf.3d61545e0df9002f10f65dd71f730aa2.jpg,train,largest_number_of_polygons,56,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7523_JPG.rf.535e6fcd8714c1f9ae375069e5fefa8f.jpg,train,random_train,32,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7531_JPG.rf.884bd31121d474c6ad6e89bb9f865102.jpg,train,random_train,44,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7532_JPG.rf.d709cd8fcffb4c633d66c1ce7acd285f.jpg,train,suspicious_polygon,39,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7533_JPG.rf.14e975f977104bd35d382d0f819c13c3.jpg,train,suspicious_polygon,45,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7535_JPG.rf.2ef6f51c89106fb5644baf5bbbd1af08.jpg,train,random_train,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7536_JPG.rf.a7f74c79fd11300c832a369e5dc3e061.jpg,train,suspicious_polygon,34,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7539_JPG.rf.aa1b9210cf344beb37689153ae37cc4b.jpg,train,suspicious_polygon,30,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7540_JPG.rf.0e89b8ed8910609ac1ff9911275d6c55.jpg,train,largest_number_of_polygons,56,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7541_JPG.rf.4921bbea291fb111d0c5032970c64c76.jpg,train,suspicious_polygon,36,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7542_JPG.rf.7090da9a04264e8e34524afc7940e1b6.jpg,train,suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7547_JPG.rf.3d2609eb1b1d48875c9b025068cad04e.jpg,train,suspicious_polygon,37,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7549_JPG.rf.e3c31d1a53045fb1daba3df74e690f42.jpg,train,suspicious_polygon,54,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7556_JPG.rf.c4c3cc9f7f380bfa0b094092ae013d41.jpg,train,suspicious_polygon,20,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7557_JPG.rf.33b04be4db8e3a45a52e5653cbbbe638.jpg,train,suspicious_polygon,38,"0,1,2"
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/GOPR7562_JPG.rf.38104e45a79e73b1c85a8dd4d54b8e3b.jpg,train,random_train;suspicious_polygon;unusually_large_mask_areas,28,"0,1,2"
