image_path,filename,split,width,height,aspect_ratio,format,file_size_bytes,colour_channels,mode,md5,duplicate_filename_count
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7131_JPG.rf.48326f9d972c6805fdc664d6c50fa7c7.jpg,GOPR7131_JPG.rf.48326f9d972c6805fdc664d6c50fa7c7.jpg,test,640,640,1.0,JPEG,97728,3,RGB,2a99b0af5159281e681270a2989f5b5a,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7150_JPG.rf.3c40207fb2543352203e9d6b69569757.jpg,GOPR7150_JPG.rf.3c40207fb2543352203e9d6b69569757.jpg,test,640,640,1.0,JPEG,104042,3,RGB,98d4c71ba615f100345011b773f3df7a,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7157_JPG.rf.1a41e514f4aacd2281fe747d2dc500d3.jpg,GOPR7157_JPG.rf.1a41e514f4aacd2281fe747d2dc500d3.jpg,test,640,640,1.0,JPEG,107380,3,RGB,e29e1212602a6f90107b63a3e0a3cdd3,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7171_JPG.rf.9878e5685b1c664556548d33e67702a2.jpg,GOPR7171_JPG.rf.9878e5685b1c664556548d33e67702a2.jpg,test,640,640,1.0,JPEG,139010,3,RGB,a4dfb90f97930257a54864e3bf956778,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7198_JPG.rf.f5b041032a4df1375ece55a5bda5f2a6.jpg,GOPR7198_JPG.rf.f5b041032a4df1375ece55a5bda5f2a6.jpg,test,640,640,1.0,JPEG,105195,3,RGB,844a7be9ac97f39a822149df5ed852c3,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7199_JPG.rf.b5a017ca32af35ebf45902454d357c8a.jpg,GOPR7199_JPG.rf.b5a017ca32af35ebf45902454d357c8a.jpg,test,640,640,1.0,JPEG,100157,3,RGB,ccc010a69eb51569903545c26e701cc0,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7201_JPG.rf.7810cd85a8ef07c67614929cd76ba8eb.jpg,GOPR7201_JPG.rf.7810cd85a8ef07c67614929cd76ba8eb.jpg,test,640,640,1.0,JPEG,136931,3,RGB,34e9ca4a28e3a665e98cc62da6645ffb,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7203_JPG.rf.4e250e1aea496a840cb6e456b54990c5.jpg,GOPR7203_JPG.rf.4e250e1aea496a840cb6e456b54990c5.jpg,test,640,640,1.0,JPEG,133095,3,RGB,00b4ff5294c156e82a06003a2c54b3d1,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7204_JPG.rf.6e9cc08153b47ad8e1e18b5c0e986283.jpg,GOPR7204_JPG.rf.6e9cc08153b47ad8e1e18b5c0e986283.jpg,test,640,640,1.0,JPEG,125480,3,RGB,e9cdb010fd01be53b3da016b4e5e41a7,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7222_JPG.rf.38efe68353f02d75b0a35bb00323f082.jpg,GOPR7222_JPG.rf.38efe68353f02d75b0a35bb00323f082.jpg,test,640,640,1.0,JPEG,108569,3,RGB,ab855c423056f2817254c4c90e955b81,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7236_JPG.rf.8901996bd6bafe025236dfe0958236c4.jpg,GOPR7236_JPG.rf.8901996bd6bafe025236dfe0958236c4.jpg,test,640,640,1.0,JPEG,83163,3,RGB,e8319d033a8f08c3ec49022cc58af69b,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7404_JPG.rf.f4e028cbe257d08cbcf91d74c53c340c.jpg,GOPR7404_JPG.rf.f4e028cbe257d08cbcf91d74c53c340c.jpg,test,640,640,1.0,JPEG,76489,3,RGB,059c6c795b18e9eedea1248cb8b7153f,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7433_JPG.rf.923b78ecd3dfdaeb6a74c0293245151b.jpg,GOPR7433_JPG.rf.923b78ecd3dfdaeb6a74c0293245151b.jpg,test,640,640,1.0,JPEG,118009,3,RGB,639960c0908451cc6d867e7eb472c325,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7435_JPG.rf.368e99207eadc2c6a59ed53776d67efa.jpg,GOPR7435_JPG.rf.368e99207eadc2c6a59ed53776d67efa.jpg,test,640,640,1.0,JPEG,118929,3,RGB,285324f997d9de6e262e0056ac8df08d,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7442_JPG.rf.21352063a977b496286acff68a3115f4.jpg,GOPR7442_JPG.rf.21352063a977b496286acff68a3115f4.jpg,test,640,640,1.0,JPEG,97436,3,RGB,96b4dcfa91fb894986926b1a0d58f206,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7445_JPG.rf.3448955b3f9a3c2c0860f8bc201d69ae.jpg,GOPR7445_JPG.rf.3448955b3f9a3c2c0860f8bc201d69ae.jpg,test,640,640,1.0,JPEG,143533,3,RGB,65b15af08a2d61bfc169b5bd2bde9560,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7467_JPG.rf.94a74d8267ac3a9a8864c36390fb3bc8.jpg,GOPR7467_JPG.rf.94a74d8267ac3a9a8864c36390fb3bc8.jpg,test,640,640,1.0,JPEG,124939,3,RGB,34346faa1db77a0c1e0c4b0a83be4a54,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7473_JPG.rf.d1167269b83c9b0a82786c3c16b2e45a.jpg,GOPR7473_JPG.rf.d1167269b83c9b0a82786c3c16b2e45a.jpg,test,640,640,1.0,JPEG,134544,3,RGB,5967d20cb60ba0e1b802156b3f1ce832,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7480_JPG.rf.accf1d4c556f2d5f0e98775b51b0b393.jpg,GOPR7480_JPG.rf.accf1d4c556f2d5f0e98775b51b0b393.jpg,test,640,640,1.0,JPEG,125782,3,RGB,38e76a037769bc92f03426dac14e54d0,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7513_JPG.rf.cedf4429a869c0413e08df7849a48daa.jpg,GOPR7513_JPG.rf.cedf4429a869c0413e08df7849a48daa.jpg,test,640,640,1.0,JPEG,118275,3,RGB,d0f7ea80854830f9d43c548174b0cee3,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7522_JPG.rf.c952162e49a551a0ffb4c22fb62936a4.jpg,GOPR7522_JPG.rf.c952162e49a551a0ffb4c22fb62936a4.jpg,test,640,640,1.0,JPEG,94648,3,RGB,8134e5ced53adac7e10f93b5d1d510c5,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7575_JPG.rf.d73ee11d0d309e0c77640b63c71ddd10.jpg,GOPR7575_JPG.rf.d73ee11d0d309e0c77640b63c71ddd10.jpg,test,640,640,1.0,JPEG,129654,3,RGB,0b32ce50f6b2a1d8836082d539f93834,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7584_JPG.rf.10425f8f083abad0dd9f99f814b48aa6.jpg,GOPR7584_JPG.rf.10425f8f083abad0dd9f99f814b48aa6.jpg,test,640,640,1.0,JPEG,127337,3,RGB,67e902f436ba63aaecd971e7ace58646,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7589_JPG.rf.9a1d3a8aedb1e1e2d89728e70f20bd57.jpg,GOPR7589_JPG.rf.9a1d3a8aedb1e1e2d89728e70f20bd57.jpg,test,640,640,1.0,JPEG,138542,3,RGB,1c5e51f24fe05fc546e8b1ddfc4f7a41,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7591_JPG.rf.be7f037035d6670f71399684ea72540a.jpg,GOPR7591_JPG.rf.be7f037035d6670f71399684ea72540a.jpg,test,640,640,1.0,JPEG,133131,3,RGB,4ed291523cc557c15490373ee65389b6,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7592_JPG.rf.c93ee7e40a2e7242a38625aba2c5fc1a.jpg,GOPR7592_JPG.rf.c93ee7e40a2e7242a38625aba2c5fc1a.jpg,test,640,640,1.0,JPEG,133213,3,RGB,0a117a5fb83fc7a24f610837ff3d8c5e,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7609_JPG.rf.974807910736fd35a6937b58087389f2.jpg,GOPR7609_JPG.rf.974807910736fd35a6937b58087389f2.jpg,test,640,640,1.0,JPEG,127023,3,RGB,f9c7440689115c6b61b780fa1268f03c,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7618_JPG.rf.2372dd50bfa69895bcb89df08b6b930e.jpg,GOPR7618_JPG.rf.2372dd50bfa69895bcb89df08b6b930e.jpg,test,640,640,1.0,JPEG,118509,3,RGB,4687de321072097c7ccbb6c6269bf3f7,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7658_JPG.rf.3ce41393255e2cb6e86579df63e62b2f.jpg,GOPR7658_JPG.rf.3ce41393255e2cb6e86579df63e62b2f.jpg,test,640,640,1.0,JPEG,139905,3,RGB,564f4dea28af574c095cd0a8a61c2cff,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7667_JPG.rf.70b30e77dd058b57656758359900c7ce.jpg,GOPR7667_JPG.rf.70b30e77dd058b57656758359900c7ce.jpg,test,640,640,1.0,JPEG,133741,3,RGB,2f8bec2eb850562b9fdc62d159c813ca,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7697_JPG.rf.1fe581f38ca88a6bed8eeaf4f6949e39.jpg,GOPR7697_JPG.rf.1fe581f38ca88a6bed8eeaf4f6949e39.jpg,test,640,640,1.0,JPEG,121455,3,RGB,fd1e3d150bff477b467a900514cf8808,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7717_JPG.rf.9a1a2860b68a775770f68b4b73a98920.jpg,GOPR7717_JPG.rf.9a1a2860b68a775770f68b4b73a98920.jpg,test,640,640,1.0,JPEG,133876,3,RGB,70074e786e3d9f313b78e642066fd034,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7733_JPG.rf.fbd947e34c38ab7c8aec8eee7212ea68.jpg,GOPR7733_JPG.rf.fbd947e34c38ab7c8aec8eee7212ea68.jpg,test,640,640,1.0,JPEG,138786,3,RGB,27bc36ab7c63f5abcfe36940f4ec9a51,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7734_JPG.rf.ecf5fd182735410b118ae20bae18f83a.jpg,GOPR7734_JPG.rf.ecf5fd182735410b118ae20bae18f83a.jpg,test,640,640,1.0,JPEG,119370,3,RGB,34b20b88d336646b14cccb795b4bf99d,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7736_JPG.rf.c22263a5ddc1598a6853b28779f4f79c.jpg,GOPR7736_JPG.rf.c22263a5ddc1598a6853b28779f4f79c.jpg,test,640,640,1.0,JPEG,116032,3,RGB,02fc2263ce1d0ec14af11ed18f514c09,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7741_JPG.rf.e1a86d9d5e37669ff29f0aaca483b986.jpg,GOPR7741_JPG.rf.e1a86d9d5e37669ff29f0aaca483b986.jpg,test,640,640,1.0,JPEG,118747,3,RGB,82f2d6f63be2686aaeb03dad40b9461d,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7743_JPG.rf.7a47d9b259ff6e87304cb39769b3dd6f.jpg,GOPR7743_JPG.rf.7a47d9b259ff6e87304cb39769b3dd6f.jpg,test,640,640,1.0,JPEG,121815,3,RGB,d0b0cb7f93b45d27c7b8413429861793,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7751_JPG.rf.a3712f56ed5a3aade3a01ebd8ca48ddb.jpg,GOPR7751_JPG.rf.a3712f56ed5a3aade3a01ebd8ca48ddb.jpg,test,640,640,1.0,JPEG,131846,3,RGB,484668013903423197bbc1edea35ec82,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7754_JPG.rf.8f80749e5b2bee700b92b52b90d4ff7b.jpg,GOPR7754_JPG.rf.8f80749e5b2bee700b92b52b90d4ff7b.jpg,test,640,640,1.0,JPEG,136020,3,RGB,0cb0cb87647ee5028375993f53e906f8,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7763_JPG.rf.7252cc97ff7a8e8e92ddbd9be7c67ae3.jpg,GOPR7763_JPG.rf.7252cc97ff7a8e8e92ddbd9be7c67ae3.jpg,test,640,640,1.0,JPEG,130325,3,RGB,5c75608c4dc9072aa340c6490c5958c8,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7772_JPG.rf.0dd57c34e4aaa85f96121d4030ebca69.jpg,GOPR7772_JPG.rf.0dd57c34e4aaa85f96121d4030ebca69.jpg,test,640,640,1.0,JPEG,136498,3,RGB,999d131d21765af93e32be6cfa71bcca,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7779_JPG.rf.a92e675e31caba5a70976cc2efd03acc.jpg,GOPR7779_JPG.rf.a92e675e31caba5a70976cc2efd03acc.jpg,test,640,640,1.0,JPEG,119388,3,RGB,7eec473fa340c046caabd61249eb27e1,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7782_JPG.rf.111fde41cafcfddc07fdac19ac0e06eb.jpg,GOPR7782_JPG.rf.111fde41cafcfddc07fdac19ac0e06eb.jpg,test,640,640,1.0,JPEG,131694,3,RGB,a94f92a0efe58074f49ebaf4496a626f,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7928_JPG.rf.1e60543514c743316d7c780d6dce837a.jpg,GOPR7928_JPG.rf.1e60543514c743316d7c780d6dce837a.jpg,test,640,640,1.0,JPEG,119458,3,RGB,8922137cbd6a2bc4f213d303b37ba9c9,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7949_JPG.rf.17a7470b9b42ba19d413b34da1b491c4.jpg,GOPR7949_JPG.rf.17a7470b9b42ba19d413b34da1b491c4.jpg,test,640,640,1.0,JPEG,126461,3,RGB,7a8ebdf3abc9a39f523105f77c538bee,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7954_JPG.rf.732562e8614bdd0b2fbe60c01cbb8cb6.jpg,GOPR7954_JPG.rf.732562e8614bdd0b2fbe60c01cbb8cb6.jpg,test,640,640,1.0,JPEG,118034,3,RGB,89a9e85f90ef2884a5860b25ed64c337,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7966_JPG.rf.732349384a1fef3177264c5c6915ee2a.jpg,GOPR7966_JPG.rf.732349384a1fef3177264c5c6915ee2a.jpg,test,640,640,1.0,JPEG,127974,3,RGB,1b130f2583f1f48eb46e6ee6ad23aec3,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7967_JPG.rf.2ac708c35b8fc8792575a6fbf0fba1a5.jpg,GOPR7967_JPG.rf.2ac708c35b8fc8792575a6fbf0fba1a5.jpg,test,640,640,1.0,JPEG,128405,3,RGB,28cc3aca81ba295e94ea2d75c2788092,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7969_JPG.rf.a9afa80277bb89b1724e0513695e4a4d.jpg,GOPR7969_JPG.rf.a9afa80277bb89b1724e0513695e4a4d.jpg,test,640,640,1.0,JPEG,105417,3,RGB,ffb16b18664cb8a8f9476cca24834410,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7990_JPG.rf.3afc2d47c4c82094041ca941c4e86d81.jpg,GOPR7990_JPG.rf.3afc2d47c4c82094041ca941c4e86d81.jpg,test,640,640,1.0,JPEG,106461,3,RGB,9851ddd8da886b155e7e03bb091637d4,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7994_JPG.rf.aae781adb7fec0c42a253a53203488aa.jpg,GOPR7994_JPG.rf.aae781adb7fec0c42a253a53203488aa.jpg,test,640,640,1.0,JPEG,108748,3,RGB,21cf7d5250aed829b3573208b094b06b,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7997_JPG.rf.2475f19c7a23fd56bed0b9163847a80d.jpg,GOPR7997_JPG.rf.2475f19c7a23fd56bed0b9163847a80d.jpg,test,640,640,1.0,JPEG,119661,3,RGB,a4d77be5ce0168443f3d8ca0a5a3e879,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8007_JPG.rf.d71c78b68e5cfe53b2b2103c0f611313.jpg,GOPR8007_JPG.rf.d71c78b68e5cfe53b2b2103c0f611313.jpg,test,640,640,1.0,JPEG,111077,3,RGB,10bcd01e3209871d9645dd58c5d6266c,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8025_JPG.rf.0de1da651f1ce651e1bc9ba5640862d9.jpg,GOPR8025_JPG.rf.0de1da651f1ce651e1bc9ba5640862d9.jpg,test,640,640,1.0,JPEG,141187,3,RGB,f51aafc34f68128c44baca3104842e5e,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8041_JPG.rf.b0542356347ee3464162f7ab3134fead.jpg,GOPR8041_JPG.rf.b0542356347ee3464162f7ab3134fead.jpg,test,640,640,1.0,JPEG,80966,3,RGB,c118d59c56e6f0617815c9add0650991,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8042_JPG.rf.8d3c7e37919d8b8fe4d098342a90c643.jpg,GOPR8042_JPG.rf.8d3c7e37919d8b8fe4d098342a90c643.jpg,test,640,640,1.0,JPEG,74091,3,RGB,75281311ab766290280ab8ac18bf026b,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8046_JPG.rf.bb22a88a3800c344b40ac23c34be335d.jpg,GOPR8046_JPG.rf.bb22a88a3800c344b40ac23c34be335d.jpg,test,640,640,1.0,JPEG,91178,3,RGB,d4bca4556c9cc0ed31abcc9529c509f4,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8047_JPG.rf.b2bf55e16f3c4fb8aaa13c08e9344419.jpg,GOPR8047_JPG.rf.b2bf55e16f3c4fb8aaa13c08e9344419.jpg,test,640,640,1.0,JPEG,102701,3,RGB,1dffd03e1fff52a645f781e74f1996c2,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8050_JPG.rf.53db4dd6b19860b63351cf84e687f2d0.jpg,GOPR8050_JPG.rf.53db4dd6b19860b63351cf84e687f2d0.jpg,test,640,640,1.0,JPEG,94856,3,RGB,77b6d5c96b1fc797a3695d1861b46088,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8053_JPG.rf.0e1a7b0957e00250feadf65cbbeca561.jpg,GOPR8053_JPG.rf.0e1a7b0957e00250feadf65cbbeca561.jpg,test,640,640,1.0,JPEG,72945,3,RGB,455825c9bbcc9837d1b3b67a8c97ab4e,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8055_JPG.rf.8f74dc129abeabec91c1b822aee4ceff.jpg,GOPR8055_JPG.rf.8f74dc129abeabec91c1b822aee4ceff.jpg,test,640,640,1.0,JPEG,99738,3,RGB,e2c045c343a678ef665431b86eadfbbe,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8060_JPG.rf.5eda558c9a1445d46c42bedf50417102.jpg,GOPR8060_JPG.rf.5eda558c9a1445d46c42bedf50417102.jpg,test,640,640,1.0,JPEG,87882,3,RGB,f7ea3a77441aae12106397b42a560265,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8069_JPG.rf.3b57df910df586e99297f69125731f51.jpg,GOPR8069_JPG.rf.3b57df910df586e99297f69125731f51.jpg,test,640,640,1.0,JPEG,75638,3,RGB,b5efecbca17d0c87e27e6d8d50a00ba7,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR8071_JPG.rf.23cc4acdb86d2494a164a5d248efa73d.jpg,GOPR8071_JPG.rf.23cc4acdb86d2494a164a5d248efa73d.jpg,test,640,640,1.0,JPEG,83076,3,RGB,6016bd67cba5483e42c7ea75c80c1529,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/.ipynb_checkpoints/G0217783_JPG.rf.9e12c20e7d137399b032d8da66ad7426-checkpoint.jpg,G0217783_JPG.rf.9e12c20e7d137399b032d8da66ad7426-checkpoint.jpg,train,640,640,1.0,JPEG,116112,3,RGB,ed2b0d696eb04c4d574ddcb0d48c100e,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/G0216860_JPG.rf.8d8b00fcc87e497d0c220abd6ebb0026.jpg,G0216860_JPG.rf.8d8b00fcc87e497d0c220abd6ebb0026.jpg,train,640,640,1.0,JPEG,106482,3,RGB,0a57b1a5ced5a4f469cb7813e43144e1,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/G0217783_JPG.rf.9e12c20e7d137399b032d8da66ad7426.jpg,G0217783_JPG.rf.9e12c20e7d137399b032d8da66ad7426.jpg,train,640,640,1.0,JPEG,116112,3,RGB,ed2b0d696eb04c4d574ddcb0d48c100e,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/G0217910_JPG.rf.4a810acfebc8d5be5e8e129eb728c749.jpg,G0217910_JPG.rf.4a810acfebc8d5be5e8e129eb728c749.jpg,train,640,640,1.0,JPEG,61960,3,RGB,8e104777cad2cdac2e184c26edff2875,1
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/train/G0226861_JPG.rf.93a12b09076f81b4efb3d27f2c47e501.jpg,G0226861_JPG.rf.93a12b09076f81b4efb3d27f2c47e501.jpg,train,640,640,1.0,JPEG,109661,3,RGB,26a15e90b3061731131de04d44102b40,1
